ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-2.231,-5.085,0.507,90,1,48.24,,,,NaN,,,,0 / 0,184306,2018-11-20 15:33:29:481
-2.346,-8.992,6.34,86,1,48.24,,,,NaN,,,,0 / 0,184406,2018-11-20 15:33:29:581
1.302,-7.834,8.801,79,1,48.24,,,,NaN,,,,0 / 0,184506,2018-11-20 15:33:29:681
-2.719,0.229,-6.79,87,1,59.84,,,,NaN,,,,0 / 0,184606,2018-11-20 15:33:29:781
-3.715,-8.916,1.723,70,1,59.84,,,,NaN,,,,0 / 0,184706,2018-11-20 15:33:29:881
0.871,-9.845,0.076,87,1,59.84,,,,NaN,,,,0 / 0,184805,2018-11-20 15:33:29:980
1.79,-9.395,1.628,90,1,53.15,,,,NaN,,,,0 / 0,184905,2018-11-20 15:33:30:080
-0.938,-10.075,2.509,67,1,53.15,,,,NaN,,,,0 / 0,185005,2018-11-20 15:33:30:180
-1.647,-12.048,1.752,59,1,53.15,,,,NaN,,,,0 / 0,185106,2018-11-20 15:33:30:281
2.26,-13.072,1.599,71,1,55.04,,,,NaN,,,,0 / 0,185206,2018-11-20 15:33:30:381
1.043,-15.093,-5.286,46,1,55.04,,,,NaN,,,,0 / 0,185306,2018-11-20 15:33:30:481
-0.785,-7.47,-0.086,74,1,55.04,,,,NaN,,,,0 / 0,185405,2018-11-20 15:33:30:580
-1.637,-5.391,-0.124,95,1,50.7,,,,NaN,,,,0 / 0,185505,2018-11-20 15:33:30:680
-2.672,-9.356,5.391,99,1,50.7,,,,NaN,,,,0 / 0,185605,2018-11-20 15:33:30:780
-1.063,-6.407,5.928,76,1,50.7,,,,NaN,,,,0 / 0,185706,2018-11-20 15:33:30:881
-1.695,-17.717,2.384,100,1,58.62,,,,NaN,,,,0 / 0,185806,2018-11-20 15:33:30:981
4.405,-13.542,-3.897,71,1,58.62,,,,NaN,,,,0 / 0,185906,2018-11-20 15:33:31:081
-0.411,-9.941,-1.235,96,1,58.62,,,,NaN,,,,0 / 0,186005,2018-11-20 15:33:31:180
1.35,-11.205,3.026,60,1,48.34,,,,NaN,,,,0 / 0,186106,2018-11-20 15:33:31:281
1.034,-10.831,0.363,63,1,48.34,,,,NaN,,,,0 / 0,186206,2018-11-20 15:33:31:381
1.13,-12.775,2.585,53,1,48.34,,,,NaN,,,,0 / 0,186306,2018-11-20 15:33:31:481
1.752,-12.785,4.846,56,1,54.47,,,,NaN,,,,0 / 0,186406,2018-11-20 15:33:31:581
-2.135,-18.062,-3.735,64,1,54.47,,,,NaN,,,,0 / 0,186505,2018-11-20 15:33:31:680
0.622,-12.402,1.235,93,1,54.47,,,,NaN,,,,0 / 0,186605,2018-11-20 15:33:31:780
-2.949,-7.47,-0.373,104,1,52.92,,,,NaN,,,,0 / 0,186705,2018-11-20 15:33:31:880
-1.599,-2.911,1.321,103,1,52.92,,,,NaN,,,,0 / 0,186805,2018-11-20 15:33:31:980
-3.294,-15.428,9.51,108,1,52.92,,,,NaN,,,,0 / 0,186905,2018-11-20 15:33:32:080
-0.143,-12.507,7.211,104,1,49.76,,,,NaN,,,,0 / 0,187006,2018-11-20 15:33:32:181
9.816,-12.938,-2.537,102,1,49.76,,,,NaN,,,,0 / 0,187106,2018-11-20 15:33:32:281
-3.964,-8.954,-0.593,101,1,49.76,,,,NaN,,,,0 / 0,187206,2018-11-20 15:33:32:381
-1.177,-8.906,1.283,89,1,47.92,,,,NaN,,,,0 / 0,187305,2018-11-20 15:33:32:480
1.829,-9.021,-1.379,73,1,47.92,,,,NaN,,,,0 / 0,187405,2018-11-20 15:33:32:580
-0.603,-11.722,2.135,72,1,47.92,,,,NaN,,,,0 / 0,187505,2018-11-20 15:33:32:680
-0.871,-11.961,1.877,68,1,59.88,,,,NaN,,,,0 / 0,187606,2018-11-20 15:33:32:781
-0.861,-11.76,1.896,39,1,59.88,,,,NaN,,,,0 / 0,187706,2018-11-20 15:33:32:881
-1.714,-11.109,0.325,57,1,59.88,,,,NaN,,,,0 / 0,187806,2018-11-20 15:33:32:981
-1.58,-8.36,-1.072,66,1,53.62,,,,NaN,,,,0 / 0,187905,2018-11-20 15:33:33:080
-0.555,-4.405,-0.976,87,1,53.62,,,,NaN,,,,0 / 0,188005,2018-11-20 15:33:33:180
-2.068,-8.648,8.964,88,1,53.62,,,,NaN,,,,0 / 0,188105,2018-11-20 15:33:33:280
-5.497,-8.437,7.412,85,1,50.82,,,,NaN,,,,0 / 0,188205,2018-11-20 15:33:33:380
2.442,-7.891,-4.654,82,1,50.82,,,,NaN,,,,0 / 0,188306,2018-11-20 15:33:33:481
-1.647,-10.458,1.857,85,1,50.82,,,,NaN,,,,0 / 0,188406,2018-11-20 15:33:33:581
-1.369,-9.768,-1.015,65,1,50.76,,,,NaN,,,,0 / 0,188506,2018-11-20 15:33:33:681
0.287,-10.314,1.666,53,1,50.76,,,,NaN,,,,0 / 0,188605,2018-11-20 15:33:33:780
-1.197,-11.751,1.503,42,1,50.76,,,,NaN,,,,0 / 0,188705,2018-11-20 15:33:33:880
-0.057,-12.23,0.268,44,1,54.02,,,,NaN,,,,0 / 0,188805,2018-11-20 15:33:33:980
1.656,-14.155,2.269,58,1,54.02,,,,NaN,,,,0 / 0,188905,2018-11-20 15:33:34:080
-1.561,-17.851,-3.725,60,1,54.02,,,,NaN,,,,0 / 0,189005,2018-11-20 15:33:34:180
0.766,-15.907,2.777,63,1,48.2,,,,NaN,,,,0 / 0,189106,2018-11-20 15:33:34:281
-2.949,-7.288,0.766,70,1,48.2,,,,NaN,,,,0 / 0,189206,2018-11-20 15:33:34:381
-1.934,-1.12,1.063,74,1,48.2,,,,NaN,,,,0 / 0,189306,2018-11-20 15:33:34:481
-1.494,-4.587,1.149,86,1,50.06,,,,NaN,,,,0 / 0,189406,2018-11-20 15:33:34:581
-2.001,-11.684,4.012,72,1,50.06,,,,NaN,,,,0 / 0,189506,2018-11-20 15:33:34:681
-2.93,-11.444,4.204,75,1,50.06,,,,NaN,,,,0 / 0,189605,2018-11-20 15:33:34:780
2.786,-15.371,-2.03,72,1,52.65,,,,NaN,,,,0 / 0,189705,2018-11-20 15:33:34:880
-2.844,-9.538,-1.187,56,1,52.65,,,,NaN,,,,0 / 0,189805,2018-11-20 15:33:34:980
-0.047,-7.221,3.754,54,1,52.65,,,,NaN,,,,0 / 0,189906,2018-11-20 15:33:35:081
0.498,-8.399,4.051,52,1,51.42,,,,NaN,,,,0 / 0,190005,2018-11-20 15:33:35:180
0.038,-8.399,1.541,61,1,51.42,,,,NaN,,,,0 / 0,190106,2018-11-20 15:33:35:281
-0.239,-19.614,7.546,46,1,51.42,,,,NaN,,,,0 / 0,190205,2018-11-20 15:33:35:380
-1.599,-18.876,0.679,55,1,56.37,,,,NaN,,,,0 / 0,190305,2018-11-20 15:33:35:480
-0.727,-6.933,2.269,85,1,56.37,,,,NaN,,,,0 / 0,190406,2018-11-20 15:33:35:581
-3.007,-1.091,0.268,81,1,56.37,,,,NaN,,,,0 / 0,190506,2018-11-20 15:33:35:681
0.9,-14.873,5.382,71,1,56.37,,,,NaN,,,,0 / 0,190606,2018-11-20 15:33:35:781
-6.119,-8.696,3.189,41,1,51.5,,,,NaN,,,,0 / 0,190705,2018-11-20 15:33:35:880
2.145,-12.45,-0.181,44,1,51.5,,,,NaN,,,,0 / 0,190805,2018-11-20 15:33:35:980
-1.838,-2.834,-7.326,48,1,51.5,,,,NaN,,,,0 / 0,190905,2018-11-20 15:33:36:080
-1.197,-7.029,2.576,42,1,48.7,,,,NaN,,,,0 / 0,191005,2018-11-20 15:33:36:180
-1.225,-7.163,4.233,54,1,48.7,,,,NaN,,,,0 / 0,191106,2018-11-20 15:33:36:281
2.174,-8.044,1.168,37,1,48.7,,,,NaN,,,,0 / 0,191206,2018-11-20 15:33:36:381
-1.695,-8.427,3.505,21,1,52.48,,,,NaN,,,,0 / 0,191306,2018-11-20 15:33:36:481
-4.472,-17.267,6.933,29,1,52.48,,,,NaN,,,,0 / 0,191405,2018-11-20 15:33:36:580
-2.384,-10.908,2.193,52,1,52.48,,,,NaN,,,,0 / 0,191505,2018-11-20 15:33:36:680
-1.896,-5.727,2.375,57,1,58.16,,,,NaN,,,,0 / 0,191605,2018-11-20 15:33:36:780
-1.8,-1.695,2.901,48,1,58.16,,,,NaN,,,,0 / 0,191706,2018-11-20 15:33:36:881
-1.024,-9.529,-0.019,45,1,58.16,,,,NaN,,,,0 / 0,191806,2018-11-20 15:33:36:981
-1.11,-9.577,2.49,37,1,49.84,,,,NaN,,,,0 / 0,191906,2018-11-20 15:33:37:081
3.074,-19.614,3.198,25,1,49.84,,,,NaN,,,,0 / 0,192006,2018-11-20 15:33:37:181
-1.57,-18.416,6.177,18,1,49.84,,,,NaN,,,,0 / 0,192105,2018-11-20 15:33:37:280
0.296,-11.128,2.355,30,1,56.25,,,,NaN,,,,0 / 0,192205,2018-11-20 15:33:37:380
1.091,-8.772,1.417,24,1,56.25,,,,NaN,,,,0 / 0,192306,2018-11-20 15:33:37:481
0.718,-6.847,2.097,17,1,56.25,,,,NaN,,,,0 / 0,192406,2018-11-20 15:33:37:581
0.517,-7.91,2.432,24,1,50.83,,,,NaN,,,,0 / 0,192506,2018-11-20 15:33:37:681
-7.508,-15.026,3.553,30,1,50.83,,,,NaN,,,,0 / 0,192606,2018-11-20 15:33:37:781
-2.241,-12.517,0.459,37,1,50.83,,,,NaN,,,,0 / 0,192706,2018-11-20 15:33:37:881
-2.116,-3.917,0.555,28,1,57.31,,,,NaN,,,,0 / 0,192805,2018-11-20 15:33:37:980
-2.403,-1.838,-1.197,33,1,57.31,,,,NaN,,,,0 / 0,192905,2018-11-20 15:33:38:080
-0.21,-10.726,7.125,28,1,57.31,,,,NaN,,,,0 / 0,193005,2018-11-20 15:33:38:180
-3.045,-11.779,3.926,23,1,53.34,,,,NaN,,,,0 / 0,193105,2018-11-20 15:33:38:280
1.896,-13.475,-1.704,31,1,53.34,,,,NaN,,,,0 / 0,193205,2018-11-20 15:33:38:380
1.551,-10.056,-2.279,26,1,53.34,,,,NaN,,,,0 / 0,193306,2018-11-20 15:33:38:481
-0.632,-7.326,3.668,18,1,50.75,,,,NaN,,,,0 / 0,193406,2018-11-20 15:33:38:581
1.292,-8.648,2.93,32,1,50.75,,,,NaN,,,,0 / 0,193506,2018-11-20 15:33:38:681
0.153,-6.704,0.134,21,1,50.75,,,,NaN,,,,0 / 0,193606,2018-11-20 15:33:38:781
1.637,-18.646,7.211,21,1,53.14,,,,NaN,,,,0 / 0,193705,2018-11-20 15:33:38:880
-2.02,-16.788,0.517,30,1,53.14,,,,NaN,,,,0 / 0,193805,2018-11-20 15:33:38:980
-0.67,-7.326,1.628,21,1,53.14,,,,NaN,,,,0 / 0,193906,2018-11-20 15:33:39:081
-3.179,-4.003,0.555,35,1,49.17,,,,NaN,,,,0 / 0,194006,2018-11-20 15:33:39:181
-1.982,-7.546,1.436,36,1,49.17,,,,NaN,,,,0 / 0,194106,2018-11-20 15:33:39:281
-2.327,-8.992,8.437,31,1,49.17,,,,NaN,,,,0 / 0,194206,2018-11-20 15:33:39:381
0.938,-11.923,-2.537,16,1,48.21,,,,NaN,,,,0 / 0,194306,2018-11-20 15:33:39:481
0.861,-7.355,-4.089,32,1,48.21,,,,NaN,,,,0 / 0,194405,2018-11-20 15:33:39:580
-3.313,-9.988,0.612,18,1,48.21,,,,NaN,,,,0 / 0,194505,2018-11-20 15:33:39:680
1.647,-8.724,0.756,20,1,53.8,,,,NaN,,,,0 / 0,194605,2018-11-20 15:33:39:780
-1.494,-9.816,1.359,28,1,53.8,,,,NaN,,,,0 / 0,194706,2018-11-20 15:33:39:881
2.174,-13.139,1.982,13,1,53.8,,,,NaN,,,,0 / 0,194806,2018-11-20 15:33:39:981
-4.348,-9.232,4.577,20,1,54.65,,,,NaN,,,,0 / 0,194906,2018-11-20 15:33:40:081
0.727,-14.404,-6.138,24,1,54.65,,,,NaN,,,,0 / 0,195006,2018-11-20 15:33:40:181
-2.547,-9.241,1.838,17,1,54.65,,,,NaN,,,,0 / 0,195106,2018-11-20 15:33:40:281
-2.03,-5.727,0.794,16,1,49.56,,,,NaN,,,,0 / 0,195205,2018-11-20 15:33:40:380
-0.593,-2.901,0.986,18,1,49.56,,,,NaN,,,,0 / 0,195305,2018-11-20 15:33:40:480
-1.216,-11.885,6.225,14,1,49.56,,,,NaN,,,,0 / 0,195405,2018-11-20 15:33:40:580
-1.158,-8.351,2.413,20,1,53.13,,,,NaN,,,,0 / 0,195505,2018-11-20 15:33:40:680
-7.403,-13.915,0.986,19,1,53.13,,,,NaN,,,,0 / 0,195605,2018-11-20 15:33:40:780
-0.775,-17.736,6.225,11,1,53.13,,,,NaN,,,,0 / 0,195705,2018-11-20 15:33:40:880
-0.622,-8.763,1.063,18,1,47.81,,,,NaN,,,,0 / 0,195805,2018-11-20 15:33:40:980
1.446,-8.906,3.466,27,1,47.81,,,,NaN,,,,0 / 0,195906,2018-11-20 15:33:41:081
1.283,-7.546,1.321,12,1,47.81,,,,NaN,,,,0 / 0,196006,2018-11-20 15:33:41:181
-0.766,-6.502,2.451,9,1,50.1,,,,NaN,,,,0 / 0,196106,2018-11-20 15:33:41:281
-9.318,-16.319,4.692,15,1,50.1,,,,NaN,,,,0 / 0,196206,2018-11-20 15:33:41:381
-0.21,-0.708,-0.287,17,1,50.1,,,,NaN,,,,0 / 0,196305,2018-11-20 15:33:41:480
-4.692,-2.624,-0.584,16,1,50.1,,,,NaN,,,,0 / 0,196405,2018-11-20 15:33:41:580
0.756,-7.134,1.762,17,1,56.73,,,,NaN,,,,0 / 0,196505,2018-11-20 15:33:41:680
-0.373,-9.347,7.087,27,1,56.73,,,,NaN,,,,0 / 0,196605,2018-11-20 15:33:41:780
-4.156,-18.167,3.428,29,1,56.73,,,,NaN,,,,0 / 0,196705,2018-11-20 15:33:41:880
3.227,-17.2,-0.277,19,1,45.54,,,,NaN,,,,0 / 0,196805,2018-11-20 15:33:41:980
2.145,-7.949,-0.574,24,1,45.54,,,,NaN,,,,0 / 0,196905,2018-11-20 15:33:42:080
1.12,-11.004,4.855,1,1,45.54,,,,NaN,,,,0 / 0,197006,2018-11-20 15:33:42:181
2.212,-8.312,1.024,9,1,46.83,,,,NaN,,,,0 / 0,197106,2018-11-20 15:33:42:281
0.459,-9.49,3.543,6,1,46.83,,,,NaN,,,,0 / 0,197206,2018-11-20 15:33:42:381
-6.34,-19.336,3.735,17,1,46.83,,,,NaN,,,,0 / 0,197306,2018-11-20 15:33:42:481
-3.926,-4.395,0.21,13,1,60.49,,,,NaN,,,,0 / 0,197405,2018-11-20 15:33:42:580
-3.754,-0.612,1.446,16,1,60.49,,,,NaN,,,,0 / 0,197505,2018-11-20 15:33:42:680
-1.177,-10.439,2.25,14,1,60.49,,,,NaN,,,,0 / 0,197605,2018-11-20 15:33:42:780
-2.997,-9.079,6.953,14,1,53.6,,,,NaN,,,,0 / 0,197705,2018-11-20 15:33:42:880
1.11,-17.392,2.116,15,1,53.6,,,,NaN,,,,0 / 0,197806,2018-11-20 15:33:42:981
3.782,-16.434,-2.346,14,1,53.6,,,,NaN,,,,0 / 0,197906,2018-11-20 15:33:43:081
4.28,-13.13,0.555,23,1,52.87,,,,NaN,,,,0 / 0,198006,2018-11-20 15:33:43:181
-0.411,-7.968,2.662,27,1,52.87,,,,NaN,,,,0 / 0,198106,2018-11-20 15:33:43:281
-0.842,-5.296,5.2,9,1,52.87,,,,NaN,,,,0 / 0,198205,2018-11-20 15:33:43:380
2.241,-9.251,1.743,13,1,52.85,,,,NaN,,,,0 / 0,198306,2018-11-20 15:33:43:481
-2.499,-17.334,-0.612,15,1,52.85,,,,NaN,,,,0 / 0,198406,2018-11-20 15:33:43:581
-3.208,-8.945,2.135,19,1,52.85,,,,NaN,,,,0 / 0,198506,2018-11-20 15:33:43:681
-3.352,0.938,-0.229,15,1,62.38,,,,NaN,,,,0 / 0,198605,2018-11-20 15:33:43:780
-2.298,-17.593,4.223,4,1,62.38,,,,NaN,,,,0 / 0,198705,2018-11-20 15:33:43:880
-4.922,-7.901,7.805,23,1,62.38,,,,NaN,,,,0 / 0,198806,2018-11-20 15:33:43:981
5.487,-9.577,0.268,16,1,51.85,,,,NaN,,,,0 / 0,198906,2018-11-20 15:33:44:081
-6.713,-8.37,0.651,7,1,51.85,,,,NaN,,,,0 / 0,199006,2018-11-20 15:33:44:181
0.239,-8.696,2.652,16,1,51.85,,,,NaN,,,,0 / 0,199105,2018-11-20 15:33:44:280
-1.896,-4.98,2.106,16,1,55.06,,,,NaN,,,,0 / 0,199205,2018-11-20 15:33:44:380
1.312,-7.249,4.501,8,1,55.06,,,,NaN,,,,0 / 0,199305,2018-11-20 15:33:44:480
-4.137,-10.956,5.956,22,1,55.06,,,,NaN,,,,0 / 0,199405,2018-11-20 15:33:44:580
-0.612,-19.278,2.394,13,1,58.24,,,,NaN,,,,0 / 0,199505,2018-11-20 15:33:44:680
-1.091,-4.386,1.245,8,1,58.24,,,,NaN,,,,0 / 0,199605,2018-11-20 15:33:44:780
-1.934,-2.308,-0.574,24,1,58.24,,,,NaN,,,,0 / 0,199706,2018-11-20 15:33:44:881
-0.229,-13.302,3.457,15,1,55.5,,,,NaN,,,,0 / 0,199806,2018-11-20 15:33:44:981
-4.405,-8.102,8.274,4,1,55.5,,,,NaN,,,,0 / 0,199906,2018-11-20 15:33:45:081
3.888,-16.951,2.135,12,1,55.5,,,,NaN,,,,0 / 0,200005,2018-11-20 15:33:45:180
2.327,-19.614,6.761,28,1,48.69,,,,NaN,,,,0 / 0,200105,2018-11-20 15:33:45:280
-1.426,-11.329,1.446,12,1,48.69,,,,NaN,,,,0 / 0,200205,2018-11-20 15:33:45:380
1.053,-8.14,1.426,23,1,48.69,,,,NaN,,,,0 / 0,200305,2018-11-20 15:33:45:480
3.61,-8.715,-0.641,12,1,54.7,,,,NaN,,,,0 / 0,200405,2018-11-20 15:33:45:580
-2.968,-10.563,7.01,5,1,54.7,,,,NaN,,,,0 / 0,200506,2018-11-20 15:33:45:681
7.163,-19.614,-3.591,0,1,54.7,,,,NaN,,,,0 / 0,200606,2018-11-20 15:33:45:781
1.331,-17.813,-3.16,14,1,56.69,,,,NaN,,,,0 / 0,200706,2018-11-20 15:33:45:881
-1.829,-2.288,-4.166,26,1,56.69,,,,NaN,,,,0 / 0,200807,2018-11-20 15:33:45:982
-2.336,-5.363,5.047,30,1,56.69,,,,NaN,,,,0 / 0,200906,2018-11-20 15:33:46:081
-7.297,-15.055,10.697,27,1,53.56,,,,NaN,,,,0 / 0,201006,2018-11-20 15:33:46:181
-2.193,-12.517,-1.944,35,1,53.56,,,,NaN,,,,0 / 0,201106,2018-11-20 15:33:46:281
-2.106,-8.542,-0.306,23,1,53.56,,,,NaN,,,,0 / 0,201206,2018-11-20 15:33:46:381
-1.446,-9.308,-0.45,27,1,52.1,,,,NaN,,,,0 / 0,201305,2018-11-20 15:33:46:480
0.938,-9.979,-0.996,19,1,52.1,,,,NaN,,,,0 / 0,201405,2018-11-20 15:33:46:580
0.181,-11.597,2.02,14,1,52.1,,,,NaN,,,,0 / 0,201505,2018-11-20 15:33:46:680
0.172,-15.409,3.179,23,1,54.95,,,,NaN,,,,0 / 0,201606,2018-11-20 15:33:46:781
0.191,-13.676,0.373,24,1,54.95,,,,NaN,,,,0 / 0,201706,2018-11-20 15:33:46:881
0.296,-10.668,1.426,16,1,54.95,,,,NaN,,,,0 / 0,201806,2018-11-20 15:33:46:981
-1.245,-6.579,-1.972,41,1,52.33,,,,NaN,,,,0 / 0,201906,2018-11-20 15:33:47:081
-1.714,-3.533,-0.603,42,1,52.33,,,,NaN,,,,0 / 0,202006,2018-11-20 15:33:47:181
-3.917,-14.02,12.028,25,1,52.33,,,,NaN,,,,0 / 0,202105,2018-11-20 15:33:47:280
-1.446,-9.241,2.595,47,1,51.3,,,,NaN,,,,0 / 0,202205,2018-11-20 15:33:47:380
0.363,-7.173,-1.857,44,1,51.3,,,,NaN,,,,0 / 0,202305,2018-11-20 15:33:47:480
-2.758,-9.443,0.478,42,1,51.3,,,,NaN,,,,0 / 0,202405,2018-11-20 15:33:47:580
-0.287,-9.27,1.034,42,1,48.72,,,,NaN,,,,0 / 0,202506,2018-11-20 15:33:47:681
1.838,-8.322,-2.298,32,1,48.72,,,,NaN,,,,0 / 0,202606,2018-11-20 15:33:47:781
-1.771,-11.856,4.051,24,1,48.72,,,,NaN,,,,0 / 0,202705,2018-11-20 15:33:47:880
1.723,-14.413,2.585,43,1,56.43,,,,NaN,,,,0 / 0,202805,2018-11-20 15:33:47:980
-1.474,-12.067,2.537,46,1,56.43,,,,NaN,,,,0 / 0,202905,2018-11-20 15:33:48:080
0.383,-12.095,1.637,44,1,56.43,,,,NaN,,,,0 / 0,203005,2018-11-20 15:33:48:180
-0.201,-6.943,-3.122,55,1,56.43,,,,NaN,,,,0 / 0,203106,2018-11-20 15:33:48:281
-1.8,-4.74,-0.526,53,1,50.01,,,,NaN,,,,0 / 0,203206,2018-11-20 15:33:48:381
-4.558,-14.413,11.846,48,1,50.01,,,,NaN,,,,0 / 0,203306,2018-11-20 15:33:48:481
1.666,-9.069,4.501,47,1,50.01,,,,NaN,,,,0 / 0,203405,2018-11-20 15:33:48:580
-3.093,-2.432,-6.234,59,1,52.18,,,,NaN,,,,0 / 0,203506,2018-11-20 15:33:48:681
-3.821,-8.715,-0.019,53,1,52.18,,,,NaN,,,,0 / 0,203606,2018-11-20 15:33:48:781
-0.43,-7.977,0.277,54,1,52.18,,,,NaN,,,,0 / 0,203705,2018-11-20 15:33:48:880
0.967,-8.858,0.181,65,1,60.08,,,,NaN,,,,0 / 0,203805,2018-11-20 15:33:48:980
-1.455,-10.448,2.729,46,1,60.08,,,,NaN,,,,0 / 0,203905,2018-11-20 15:33:49:080
-1.877,-11.808,2.959,49,1,60.08,,,,NaN,,,,0 / 0,204005,2018-11-20 15:33:49:180
-1.168,-9.941,2.087,53,1,56.52,,,,NaN,,,,0 / 0,204105,2018-11-20 15:33:49:280
-0.143,-12.718,-2.739,43,1,56.52,,,,NaN,,,,0 / 0,204205,2018-11-20 15:33:49:380
-1.197,-7.565,0.402,86,1,56.52,,,,NaN,,,,0 / 0,204305,2018-11-20 15:33:49:480
-0.316,-4.261,-0.086,62,1,52.16,,,,NaN,,,,0 / 0,204405,2018-11-20 15:33:49:580
-2.078,-5.87,6.924,91,1,52.16,,,,NaN,,,,0 / 0,204506,2018-11-20 15:33:49:681
-5.669,-10.937,7.192,82,1,52.16,,,,NaN,,,,0 / 0,204606,2018-11-20 15:33:49:781
-3.543,-3.179,-7.326,78,1,53.4,,,,NaN,,,,0 / 0,204706,2018-11-20 15:33:49:881
0.105,-9.117,2.001,83,1,53.4,,,,NaN,,,,0 / 0,204805,2018-11-20 15:33:49:980
0.861,-10.506,0.258,83,1,53.4,,,,NaN,,,,0 / 0,204906,2018-11-20 15:33:50:081
-0.459,-9.51,1.245,81,1,49.05,,,,NaN,,,,0 / 0,205006,2018-11-20 15:33:50:181
-0.392,-10.764,0.679,72,1,49.05,,,,NaN,,,,0 / 0,205105,2018-11-20 15:33:50:280
1.695,-12.344,2.097,65,1,49.05,,,,NaN,,,,0 / 0,205205,2018-11-20 15:33:50:380
-2.001,-10.132,3.601,72,1,54.59,,,,NaN,,,,0 / 0,205305,2018-11-20 15:33:50:480
-2.231,-13.561,-7.383,75,1,54.59,,,,NaN,,,,0 / 0,205405,2018-11-20 15:33:50:580
-0.747,-9.519,0.804,75,1,54.59,,,,NaN,,,,0 / 0,205506,2018-11-20 15:33:50:681
-0.507,-5.66,-0.699,77,1,49.64,,,,NaN,,,,0 / 0,205606,2018-11-20 15:33:50:781
-2.097,-5.736,7.221,66,1,49.64,,,,NaN,,,,0 / 0,205706,2018-11-20 15:33:50:881
-3.859,-9.797,6.378,69,1,49.64,,,,NaN,,,,0 / 0,205805,2018-11-20 15:33:50:980
1.235,-7.709,-6.905,71,1,58.74,,,,NaN,,,,0 / 0,205905,2018-11-20 15:33:51:080
1.905,-11.703,0.89,72,1,58.74,,,,NaN,,,,0 / 0,206005,2018-11-20 15:33:51:180
-0.679,-9.845,-1.149,62,1,58.74,,,,NaN,,,,0 / 0,206105,2018-11-20 15:33:51:280
0.296,-9.921,2.221,45,1,50.43,,,,NaN,,,,0 / 0,206206,2018-11-20 15:33:51:381
-0.181,-11.827,1.723,62,1,50.43,,,,NaN,,,,0 / 0,206306,2018-11-20 15:33:51:481
0.814,-12.086,1.331,58,1,50.43,,,,NaN,,,,0 / 0,206406,2018-11-20 15:33:51:581
2.384,-12.603,4.012,43,1,58.18,,,,NaN,,,,0 / 0,206505,2018-11-20 15:33:51:680
-2.241,-17.248,-5.679,56,1,58.18,,,,NaN,,,,0 / 0,206605,2018-11-20 15:33:51:780
-0.239,-10.486,1.273,41,1,58.18,,,,NaN,,,,0 / 0,206705,2018-11-20 15:33:51:880
-1.532,-6.301,-0.229,61,1,52.42,,,,NaN,,,,0 / 0,206806,2018-11-20 15:33:51:981
-1.752,-5.018,2.509,63,1,52.42,,,,NaN,,,,0 / 0,206905,2018-11-20 15:33:52:080
-1.982,-8.6,7.728,60,1,52.42,,,,NaN,,,,0 / 0,207005,2018-11-20 15:33:52:180
-0.976,-14.04,8.303,56,1,51.76,,,,NaN,,,,0 / 0,207105,2018-11-20 15:33:52:280
2.308,-12.459,1.704,50,1,51.76,,,,NaN,,,,0 / 0,207206,2018-11-20 15:33:52:381
-1.79,-10.103,0.134,44,1,51.76,,,,NaN,,,,0 / 0,207306,2018-11-20 15:33:52:481
-0.526,-8.753,1.704,48,1,48.04,,,,NaN,,,,0 / 0,207406,2018-11-20 15:33:52:581
-0.239,-9.519,1.34,45,1,48.04,,,,NaN,,,,0 / 0,207506,2018-11-20 15:33:52:681
-0.9,-9.672,-0.651,29,1,48.04,,,,NaN,,,,0 / 0,207605,2018-11-20 15:33:52:780
0.383,-12.038,1.695,30,1,52.23,,,,NaN,,,,0 / 0,207705,2018-11-20 15:33:52:880
3.17,-14.155,2.365,22,1,52.23,,,,NaN,,,,0 / 0,207805,2018-11-20 15:33:52:980
2.202,-16.798,-3.639,56,1,52.23,,,,NaN,,,,0 / 0,207905,2018-11-20 15:33:53:080
-0.967,-12.028,1.474,40,1,48.32,,,,NaN,,,,0 / 0,208005,2018-11-20 15:33:53:180
-0.612,-7.451,-0.44,48,1,48.32,,,,NaN,,,,0 / 0,208105,2018-11-20 15:33:53:280
-2.461,-6.263,1.082,49,1,48.32,,,,NaN,,,,0 / 0,208205,2018-11-20 15:33:53:380
-2.106,-4.673,1.245,76,1,49.08,,,,NaN,,,,0 / 0,208307,2018-11-20 15:33:53:482
-1.426,-10.429,4.185,69,1,49.08,,,,NaN,,,,0 / 0,208406,2018-11-20 15:33:53:581
-1.752,-6.483,2.739,49,1,49.08,,,,NaN,,,,0 / 0,208506,2018-11-20 15:33:53:681
0.421,-19.614,1.398,39,1,53.84,,,,NaN,,,,0 / 0,208606,2018-11-20 15:33:53:781
-1.407,-4.778,-5.995,43,1,53.84,,,,NaN,,,,0 / 0,208705,2018-11-20 15:33:53:880
-3.399,-6.493,1.015,26,1,53.84,,,,NaN,,,,0 / 0,208805,2018-11-20 15:33:53:980
